Year,County,Month,County Pop,County Pop ('000s),Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum
2020,Orange County,1,3166857,3167,18,0,3,11,4,166,24,10,132
2020,Orange County,2,3166857,3167,25,0,1,14,10,215,21,36,158
2020,Orange County,3,3166857,3167,22,0,1,12,9,187,42,23,122
2020,Orange County,4,3166857,3167,29,0,2,9,18,233,62,27,144
2020,Orange County,5,3166857,3167,26,0,2,13,11,268,50,49,169
2020,Orange County,6,3166857,3167,19,0,1,8,10,244,55,22,167
2020,Orange County,7,3166857,3167,24,0,1,13,10,208,39,19,150
2020,Orange County,8,3166857,3167,21,0,1,9,11,201,30,34,137
2020,Orange County,9,3166857,3167,12,0,3,4,5,182,37,22,123
2020,Orange County,10,3166857,3167,19,0,2,6,11,220,47,31,142
2020,Orange County,11,3166857,3167,28,0,4,9,15,203,31,26,146
2020,Orange County,12,3166857,3167,16,0,3,6,7,222,42,43,137
2020,Orange County,1,3166857,3167,3,0,0,1,2,43,10,7,26
2020,Orange County,2,3166857,3167,4,0,0,1,3,39,6,0,33
2020,Orange County,3,3166857,3167,6,0,0,2,4,73,14,3,56
2020,Orange County,4,3166857,3167,2,0,2,0,0,42,11,1,30
2020,Orange County,5,3166857,3167,0,0,0,0,0,46,0,8,38
2020,Orange County,6,3166857,3167,0,0,0,0,0,40,1,5,34
2020,Orange County,7,3166857,3167,5,0,0,0,5,72,17,6,49
2020,Orange County,8,3166857,3167,1,0,0,0,1,60,11,6,43
2020,Orange County,9,3166857,3167,7,0,0,1,6,54,8,2,44
2020,Orange County,10,3166857,3167,1,0,0,1,0,44,7,6,31
2020,Orange County,11,3166857,3167,2,0,0,1,1,32,6,7,19
2020,Orange County,12,3166857,3167,1,0,1,0,0,28,3,3,22
2020,Orange County,1,3166857,3167,13,0,2,3,8,352,62,13,277
2020,Orange County,2,3166857,3167,11,1,2,5,3,282,41,12,229
2020,Orange County,3,3166857,3167,14,0,2,5,7,275,57,16,202
2020,Orange County,4,3166857,3167,8,0,2,4,2,354,60,26,268
2020,Orange County,5,3166857,3167,7,0,3,1,3,429,66,28,335
2020,Orange County,6,3166857,3167,8,0,3,2,3,451,95,33,323
2020,Orange County,7,3166857,3167,14,0,3,4,7,420,78,27,315
2020,Orange County,8,3166857,3167,14,0,5,3,6,397,80,36,281
2020,Orange County,9,3166857,3167,19,0,6,7,6,331,67,27,237
2020,Orange County,10,3166857,3167,19,0,2,7,10,357,68,25,264
2020,Orange County,11,3166857,3167,12,0,1,4,7,366,75,18,273
2020,Orange County,12,3166857,3167,13,0,5,4,4,438,79,27,332
2020,Orange County,1,3166857,3167,1,0,1,0,0,12,0,0,12
2020,Orange County,2,3166857,3167,1,0,0,0,1,8,0,0,8
2020,Orange County,3,3166857,3167,0,0,0,0,0,12,0,0,12
2020,Orange County,4,3166857,3167,0,0,0,0,0,1,0,0,1
2020,Orange County,5,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,6,3166857,3167,0,0,0,0,0,7,3,1,3
2020,Orange County,7,3166857,3167,2,0,1,0,1,4,2,0,2
2020,Orange County,8,3166857,3167,0,0,0,0,0,3,1,0,2
2020,Orange County,9,3166857,3167,0,0,0,0,0,4,0,0,4
2020,Orange County,10,3166857,3167,0,0,0,0,0,4,0,1,3
2020,Orange County,11,3166857,3167,0,0,0,0,0,6,2,1,3
2020,Orange County,12,3166857,3167,0,0,0,0,0,4,3,1,0
2020,Orange County,1,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,2,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,3,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,4,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,5,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,6,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,7,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,8,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,9,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,10,3166857,3167,0,0,0,0,0,1,0,0,1
2020,Orange County,11,3166857,3167,0,0,0,0,0,2,0,0,2
2020,Orange County,12,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,1,3166857,3167,0,0,0,0,0,6,6,0,0
2020,Orange County,2,3166857,3167,0,0,0,0,0,7,6,0,1
2020,Orange County,3,3166857,3167,0,0,0,0,0,3,0,0,3
2020,Orange County,4,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,5,3166857,3167,0,0,0,0,0,2,1,0,1
2020,Orange County,6,3166857,3167,0,0,0,0,0,10,4,0,6
2020,Orange County,7,3166857,3167,0,0,0,0,0,20,9,0,11
2020,Orange County,8,3166857,3167,0,0,0,0,0,9,4,0,5
2020,Orange County,9,3166857,3167,0,0,0,0,0,10,5,1,4
2020,Orange County,10,3166857,3167,0,0,0,0,0,6,4,0,2
2020,Orange County,11,3166857,3167,0,0,0,0,0,3,1,0,2
2020,Orange County,12,3166857,3167,0,0,0,0,0,2,1,0,1
2020,Orange County,1,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,2,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,3,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,4,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,5,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,6,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,7,3166857,3167,0,0,0,0,0,1,0,1,0
2020,Orange County,8,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,9,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,10,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,11,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,12,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,1,3166857,3167,5,0,0,1,4,53,9,3,41
2020,Orange County,2,3166857,3167,10,0,0,5,5,97,13,7,77
2020,Orange County,3,3166857,3167,9,0,0,1,8,89,6,5,78
2020,Orange County,4,3166857,3167,16,0,0,5,11,69,14,8,47
2020,Orange County,5,3166857,3167,1,0,0,0,1,45,2,4,39
2020,Orange County,6,3166857,3167,4,0,1,0,3,48,1,13,34
2020,Orange County,7,3166857,3167,6,0,2,2,2,83,7,13,63
2020,Orange County,8,3166857,3167,3,0,0,0,3,78,8,6,64
2020,Orange County,9,3166857,3167,6,0,0,3,3,74,9,5,60
2020,Orange County,10,3166857,3167,4,0,2,2,0,104,33,11,60
2020,Orange County,11,3166857,3167,4,0,0,0,4,39,2,1,36
2020,Orange County,12,3166857,3167,3,0,0,1,2,74,8,6,60
2020,Orange County,1,3166857,3167,4,0,0,2,2,24,0,3,21
2020,Orange County,2,3166857,3167,2,0,0,0,2,54,1,4,49
2020,Orange County,3,3166857,3167,3,0,1,2,0,22,3,0,19
2020,Orange County,4,3166857,3167,1,0,1,0,0,18,1,1,16
2020,Orange County,5,3166857,3167,3,0,1,0,2,26,0,0,26
2020,Orange County,6,3166857,3167,2,0,1,0,1,35,1,3,31
2020,Orange County,7,3166857,3167,3,0,0,0,3,47,1,3,43
2020,Orange County,8,3166857,3167,2,0,0,2,0,61,6,2,53
2020,Orange County,9,3166857,3167,4,0,0,1,3,49,4,8,37
2020,Orange County,10,3166857,3167,5,0,2,0,3,53,7,4,42
2020,Orange County,11,3166857,3167,2,0,0,1,1,24,2,1,21
2020,Orange County,12,3166857,3167,1,0,0,0,1,37,7,5,25
2020,Orange County,1,3166857,3167,5,0,0,1,4,39,2,1,36
2020,Orange County,2,3166857,3167,2,0,0,1,1,61,13,3,45
2020,Orange County,3,3166857,3167,5,1,0,1,3,58,7,3,48
2020,Orange County,4,3166857,3167,3,0,0,1,2,39,4,4,31
2020,Orange County,5,3166857,3167,2,0,0,0,2,37,1,2,34
2020,Orange County,6,3166857,3167,1,0,1,0,0,50,2,5,43
2020,Orange County,7,3166857,3167,4,0,2,2,0,76,8,15,53
2020,Orange County,8,3166857,3167,4,0,1,1,2,51,4,2,45
2020,Orange County,9,3166857,3167,7,0,1,1,5,52,11,4,37
2020,Orange County,10,3166857,3167,3,0,0,2,1,51,14,5,32
2020,Orange County,11,3166857,3167,1,0,0,0,1,31,2,0,29
2020,Orange County,12,3166857,3167,4,0,0,0,4,34,5,8,21
2020,Orange County,1,3166857,3167,4,0,0,1,3,21,3,1,17
2020,Orange County,2,3166857,3167,3,0,0,2,1,47,8,4,35
2020,Orange County,3,3166857,3167,5,0,1,1,3,29,4,2,23
2020,Orange County,4,3166857,3167,9,0,2,3,4,38,8,6,24
2020,Orange County,5,3166857,3167,3,0,1,1,1,29,1,7,21
2020,Orange County,6,3166857,3167,3,0,0,1,2,21,1,4,16
2020,Orange County,7,3166857,3167,2,0,0,1,1,47,12,6,29
2020,Orange County,8,3166857,3167,3,0,0,2,1,40,10,4,26
2020,Orange County,9,3166857,3167,6,0,0,2,4,32,4,6,22
2020,Orange County,10,3166857,3167,10,0,0,0,10,53,12,7,34
2020,Orange County,11,3166857,3167,3,0,0,1,2,34,5,5,24
2020,Orange County,12,3166857,3167,6,0,2,1,3,28,5,5,18
2020,Orange County,1,3166857,3167,15,1,1,5,8,73,11,8,54
2020,Orange County,2,3166857,3167,6,0,1,1,4,57,16,1,40
2020,Orange County,3,3166857,3167,6,0,1,2,3,65,6,5,54
2020,Orange County,4,3166857,3167,8,0,0,1,7,57,12,8,37
2020,Orange County,5,3166857,3167,2,0,0,1,1,31,2,4,25
2020,Orange County,6,3166857,3167,3,0,2,0,1,66,1,11,54
2020,Orange County,7,3166857,3167,10,1,1,4,4,93,12,21,60
2020,Orange County,8,3166857,3167,7,0,0,1,6,119,24,5,90
2020,Orange County,9,3166857,3167,8,0,0,4,4,96,14,14,68
2020,Orange County,10,3166857,3167,9,0,3,1,5,85,15,15,55
2020,Orange County,11,3166857,3167,10,0,0,1,9,41,3,2,36
2020,Orange County,12,3166857,3167,11,1,0,5,5,67,8,6,53
2020,Orange County,1,3166857,3167,1,0,0,1,0,7,1,1,5
2020,Orange County,2,3166857,3167,0,0,0,0,0,17,1,1,15
2020,Orange County,3,3166857,3167,0,0,0,0,0,22,3,5,14
2020,Orange County,4,3166857,3167,2,0,0,0,2,11,0,3,8
2020,Orange County,5,3166857,3167,1,0,0,1,0,10,0,1,9
2020,Orange County,6,3166857,3167,0,0,0,0,0,10,0,3,7
2020,Orange County,7,3166857,3167,1,0,0,0,1,16,2,1,13
2020,Orange County,8,3166857,3167,2,0,0,2,0,15,1,1,13
2020,Orange County,9,3166857,3167,1,0,0,0,1,14,3,3,8
2020,Orange County,10,3166857,3167,3,0,0,0,3,8,2,1,5
2020,Orange County,11,3166857,3167,1,0,0,0,1,8,1,1,6
2020,Orange County,12,3166857,3167,1,0,0,0,1,14,2,8,4
2020,Orange County,1,3166857,3167,1,0,0,0,1,14,6,-1,9
2020,Orange County,2,3166857,3167,1,0,0,0,1,25,3,1,21
2020,Orange County,3,3166857,3167,2,0,0,0,2,35,3,2,30
2020,Orange County,4,3166857,3167,3,0,0,0,3,22,1,1,20
2020,Orange County,5,3166857,3167,0,0,0,0,0,22,2,3,17
2020,Orange County,6,3166857,3167,4,0,0,1,3,26,3,3,20
2020,Orange County,7,3166857,3167,1,0,0,1,0,29,4,2,23
2020,Orange County,8,3166857,3167,3,0,0,0,3,37,6,1,30
2020,Orange County,9,3166857,3167,1,0,1,0,0,20,3,0,17
2020,Orange County,10,3166857,3167,3,0,0,1,2,22,2,0,20
2020,Orange County,11,3166857,3167,0,0,0,0,0,9,0,1,8
2020,Orange County,12,3166857,3167,0,0,0,0,0,21,2,1,18
2020,Orange County,1,3166857,3167,2,0,0,1,1,19,3,2,14
2020,Orange County,2,3166857,3167,3,0,0,1,2,48,3,5,40
2020,Orange County,3,3166857,3167,1,0,0,0,1,34,7,3,24
2020,Orange County,4,3166857,3167,3,0,1,0,2,42,9,5,28
2020,Orange County,5,3166857,3167,1,0,0,0,1,12,0,0,12
2020,Orange County,6,3166857,3167,1,0,0,1,0,39,3,8,28
2020,Orange County,7,3166857,3167,1,0,0,0,1,44,7,5,32
2020,Orange County,8,3166857,3167,1,1,0,0,0,29,2,2,25
2020,Orange County,9,3166857,3167,5,0,0,0,5,36,7,8,21
2020,Orange County,10,3166857,3167,5,0,0,0,5,31,6,4,21
2020,Orange County,11,3166857,3167,1,0,0,0,1,25,2,4,19
2020,Orange County,12,3166857,3167,4,0,0,0,4,28,7,0,21
2020,Orange County,1,3166857,3167,0,0,0,0,0,1,1,0,0
2020,Orange County,2,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,3,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,4,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,5,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,6,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,7,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,8,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,9,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,10,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,11,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,12,3166857,3167,0,0,0,0,0,0,0,0,0
2020,Orange County,1,3166857,3167,2,0,1,0,1,27,1,0,26
2020,Orange County,2,3166857,3167,5,0,1,0,4,30,0,0,30
2020,Orange County,3,3166857,3167,3,0,2,1,0,51,3,5,43
2020,Orange County,4,3166857,3167,0,0,0,0,0,28,1,0,27
2020,Orange County,5,3166857,3167,1,0,1,0,0,33,1,0,32
2020,Orange County,6,3166857,3167,3,0,1,1,1,30,2,1,27
2020,Orange County,7,3166857,3167,1,0,0,0,1,42,4,2,36
2020,Orange County,8,3166857,3167,0,0,0,0,0,25,0,0,25
2020,Orange County,9,3166857,3167,1,0,0,0,1,38,2,3,33
2020,Orange County,10,3166857,3167,8,0,0,1,7,53,2,0,51
2020,Orange County,11,3166857,3167,3,0,0,0,3,61,9,0,52
2020,Orange County,12,3166857,3167,4,0,0,0,4,24,2,0,22
2020,Orange County,1,3166857,3167,1,0,0,0,1,5,1,2,2
2020,Orange County,2,3166857,3167,0,0,0,0,0,4,0,2,2
2020,Orange County,3,3166857,3167,1,0,0,0,1,11,1,7,3
2020,Orange County,4,3166857,3167,0,0,0,0,0,2,0,0,2
2020,Orange County,5,3166857,3167,0,0,0,0,0,5,0,2,3
2020,Orange County,6,3166857,3167,0,0,0,0,0,7,0,3,4
2020,Orange County,7,3166857,3167,2,0,0,0,2,4,0,2,2
2020,Orange County,8,3166857,3167,1,0,0,1,0,4,0,1,3
2020,Orange County,9,3166857,3167,1,0,0,0,1,4,1,2,1
2020,Orange County,10,3166857,3167,1,0,0,0,1,6,0,3,3
2020,Orange County,11,3166857,3167,0,0,0,0,0,2,0,1,1
2020,Orange County,12,3166857,3167,0,0,0,0,0,3,0,0,3
2020,Placer County,1,402950,403,16,0,0,3,13,75,20,1,54
2020,Placer County,2,402950,403,16,0,6,1,9,97,14,1,82
2020,Placer County,3,402950,403,13,1,0,2,10,58,16,2,40
2020,Placer County,4,402950,403,17,0,2,2,13,64,28,0,36
2020,Placer County,5,402950,403,16,0,5,1,10,75,24,6,45
2020,Placer County,6,402950,403,20,0,0,1,19,77,28,0,49
2020,Placer County,7,402950,403,26,0,0,3,23,86,23,3,60
2020,Placer County,8,402950,403,24,1,1,2,20,66,21,5,40
2020,Placer County,9,402950,403,20,0,1,2,17,100,20,3,77
2020,Placer County,10,402950,403,18,0,2,4,12,85,14,1,70
2020,Placer County,11,402950,403,15,0,1,1,13,83,16,5,62
2020,Placer County,12,402950,403,19,0,1,2,16,86,23,4,59
2020,Placer County,1,402950,403,5,0,1,0,4,22,2,2,18
2020,Placer County,2,402950,403,1,0,0,0,1,11,3,1,7
2020,Placer County,3,402950,403,2,0,1,0,1,21,6,3,12
2020,Placer County,4,402950,403,1,0,0,1,0,19,1,1,17
2020,Placer County,5,402950,403,2,0,1,0,1,15,0,7,8
2020,Placer County,6,402950,403,5,0,0,2,3,14,1,3,10
2020,Placer County,7,402950,403,2,0,0,0,2,9,0,1,8
2020,Placer County,8,402950,403,4,0,3,0,1,15,2,1,12
2020,Placer County,9,402950,403,5,0,2,0,3,13,4,2,7
2020,Placer County,10,402950,403,2,0,0,1,1,12,4,3,5
2020,Placer County,11,402950,403,2,0,0,0,2,20,4,2,14
2020,Placer County,12,402950,403,1,0,0,0,1,17,2,0,15
2020,Placer County,1,402950,403,1,0,0,1,0,29,5,4,20
2020,Placer County,2,402950,403,5,0,1,1,3,45,5,3,37
2020,Placer County,3,402950,403,6,0,1,2,3,30,3,1,26
2020,Placer County,4,402950,403,0,0,0,0,0,32,2,7,23
2020,Placer County,5,402950,403,6,0,1,1,4,34,1,3,30
2020,Placer County,6,402950,403,3,0,1,0,2,46,5,3,38
2020,Placer County,7,402950,403,3,0,1,1,1,51,4,2,45
2020,Placer County,8,402950,403,2,0,1,0,1,63,12,6,45
2020,Placer County,9,402950,403,1,0,1,0,0,48,11,5,32
2020,Placer County,10,402950,403,5,0,2,1,2,51,6,5,40
2020,Placer County,11,402950,403,2,0,1,1,0,50,8,3,39
2020,Placer County,12,402950,403,4,0,0,2,2,77,10,4,63
2020,Placer County,1,402950,403,8,0,4,1,3,89,15,8,66
2020,Placer County,2,402950,403,7,0,6,0,1,110,16,1,93
2020,Placer County,3,402950,403,5,0,0,1,4,84,7,9,68
2020,Placer County,4,402950,403,7,0,3,2,2,77,12,6,59
2020,Placer County,5,402950,403,8,0,1,3,4,79,7,7,65
2020,Placer County,6,402950,403,4,0,2,2,0,101,19,10,72
2020,Placer County,7,402950,403,3,0,0,0,3,103,11,11,81
2020,Placer County,8,402950,403,3,0,1,0,2,76,14,8,54
2020,Placer County,9,402950,403,2,0,0,2,0,103,23,17,63
2020,Placer County,10,402950,403,8,1,4,0,3,110,17,6,87
2020,Placer County,11,402950,403,10,0,1,1,8,94,21,8,65
2020,Placer County,12,402950,403,5,0,1,3,1,109,14,17,78
2020,Placer County,1,402950,403,18,0,1,7,10,264,33,22,209
2020,Placer County,2,402950,403,15,1,3,6,5,242,28,9,205
2020,Placer County,3,402950,403,26,0,0,12,14,250,43,17,190
2020,Placer County,4,402950,403,22,0,0,7,15,187,15,15,157
2020,Placer County,5,402950,403,20,0,1,7,12,202,22,22,158
2020,Placer County,6,402950,403,27,0,1,6,20,229,25,28,176
2020,Placer County,7,402950,403,31,1,1,9,20,222,21,28,173
2020,Placer County,8,402950,403,22,0,4,8,10,216,24,26,166
2020,Placer County,9,402950,403,22,1,1,4,16,227,22,20,185
2020,Placer County,10,402950,403,29,0,2,6,21,248,27,30,191
2020,Placer County,11,402950,403,20,1,2,4,13,277,36,27,214
2020,Placer County,12,402950,403,25,0,2,11,12,279,22,36,221
2020,Placer County,1,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,2,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,3,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,4,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,5,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,6,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,7,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,8,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,9,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,10,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,11,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,12,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,1,402950,403,0,0,0,0,0,1,0,0,1
2020,Placer County,2,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,3,402950,403,0,0,0,0,0,1,0,0,1
2020,Placer County,4,402950,403,0,0,0,0,0,2,0,0,2
2020,Placer County,5,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,6,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,7,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,8,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,9,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,10,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,11,402950,403,0,0,0,0,0,1,0,0,1
2020,Placer County,12,402950,403,0,0,0,0,0,1,0,0,1
2020,Placer County,1,402950,403,0,0,0,0,0,17,0,12,5
2020,Placer County,2,402950,403,0,0,0,0,0,6,0,5,1
2020,Placer County,3,402950,403,0,0,0,0,0,16,0,10,6
2020,Placer County,4,402950,403,0,0,0,0,0,12,1,10,1
2020,Placer County,5,402950,403,0,0,0,0,0,12,0,9,3
2020,Placer County,6,402950,403,0,0,0,0,0,14,0,11,3
2020,Placer County,7,402950,403,1,0,0,0,1,20,0,16,4
2020,Placer County,8,402950,403,0,0,0,0,0,0,0,0,0
2020,Placer County,9,402950,403,0,0,0,0,0,16,0,14,2
2020,Placer County,10,402950,403,0,0,0,0,0,20,0,18,2
2020,Placer County,11,402950,403,0,0,0,0,0,14,0,12,2
2020,Placer County,12,402950,403,0,0,0,0,0,14,0,11,3
2020,Plumas County,1,18967,19,8,0,3,0,5,19,9,0,10
2020,Plumas County,2,18967,19,13,0,4,0,9,17,5,0,12
2020,Plumas County,3,18967,19,20,0,0,0,20,19,9,1,9
2020,Plumas County,4,18967,19,9,0,0,0,9,22,8,0,14
2020,Plumas County,5,18967,19,4,0,1,0,3,27,8,0,19
2020,Plumas County,6,18967,19,14,0,0,0,14,36,13,2,21
2020,Plumas County,7,18967,19,14,0,0,0,14,41,12,0,29
2020,Plumas County,8,18967,19,24,0,2,0,22,31,8,0,23
2020,Plumas County,9,18967,19,12,1,4,0,7,17,6,1,10
2020,Plumas County,10,18967,19,7,0,0,0,7,19,5,0,14
2020,Plumas County,11,18967,19,14,0,2,0,12,16,3,0,13
2020,Plumas County,12,18967,19,20,0,2,0,18,18,6,0,12
2020,Plumas County,1,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,2,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,3,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,4,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,5,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,6,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,7,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,8,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,9,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,10,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,11,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,12,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,1,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,2,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,3,18967,19,0,0,0,0,0,0,0,0,0
2020,Plumas County,4,18967,19,0,0,0,0,0,1,0,1,0
2020,Plumas County,5,18967,19,0,0,0,0,0,5,0,4,1
2020,Plumas County,6,18967,19,0,0,0,0,0,1,0,1,0
2020,Plumas County,7,18967,19,0,0,0,0,0,1,0,0,1
2020,Plumas County,8,18967,19,0,0,0,0,0,1,0,1,0
2020,Plumas County,9,18967,19,0,0,0,0,0,1,0,0,1
2020,Plumas County,10,18967,19,0,0,0,0,0,1,0,1,0
2020,Plumas County,11,18967,19,0,0,0,0,0,1,0,1,0
2020,Plumas County,12,18967,19,0,0,0,0,0,0,0,0,0
2020,Riverside County,1,2489188,2489,79,2,0,18,59,636,126,149,361
2020,Riverside County,2,2489188,2489,64,2,1,8,53,612,103,130,379
2020,Riverside County,3,2489188,2489,76,4,5,6,61,627,138,147,342
2020,Riverside County,4,2489188,2489,78,1,3,12,62,636,142,154,340
2020,Riverside County,5,2489188,2489,89,1,2,16,70,568,115,111,342
2020,Riverside County,6,2489188,2489,83,2,0,11,70,623,119,152,352
2020,Riverside County,7,2489188,2489,95,2,4,13,76,567,92,152,323
2020,Riverside County,8,2489188,2489,86,3,4,18,61,507,80,132,295
2020,Riverside County,9,2489188,2489,80,13,2,10,55,404,60,108,236
2020,Riverside County,10,2489188,2489,81,5,6,13,57,523,75,128,320
2020,Riverside County,11,2489188,2489,97,6,3,12,76,602,98,163,341
2020,Riverside County,12,2489188,2489,56,2,2,12,40,596,94,164,338
2020,Riverside County,1,2489188,2489,14,1,2,3,8,54,18,13,23
2020,Riverside County,2,2489188,2489,9,0,1,3,5,65,27,19,19
2020,Riverside County,3,2489188,2489,10,0,0,2,8,63,17,23,23
2020,Riverside County,4,2489188,2489,10,0,0,2,8,37,12,6,19
2020,Riverside County,5,2489188,2489,3,0,0,1,2,41,9,14,18
2020,Riverside County,6,2489188,2489,12,0,1,1,10,33,6,11,16
2020,Riverside County,7,2489188,2489,11,0,0,3,8,32,7,19,6
2020,Riverside County,8,2489188,2489,13,3,1,0,9,42,13,8,21
2020,Riverside County,9,2489188,2489,11,0,0,0,11,38,7,16,15
2020,Riverside County,10,2489188,2489,7,0,1,1,5,34,12,16,6
2020,Riverside County,11,2489188,2489,10,0,0,4,6,52,11,17,24
2020,Riverside County,12,2489188,2489,15,0,2,0,13,52,11,18,23
2020,Riverside County,1,2489188,2489,7,0,1,3,3,79,8,12,59
2020,Riverside County,2,2489188,2489,10,0,0,4,6,98,10,28,60
2020,Riverside County,3,2489188,2489,9,1,2,3,3,86,16,21,49
2020,Riverside County,4,2489188,2489,7,0,0,2,5,59,5,18,36
2020,Riverside County,5,2489188,2489,5,0,0,1,4,71,9,21,41
2020,Riverside County,6,2489188,2489,13,0,3,1,9,74,8,14,52
2020,Riverside County,7,2489188,2489,2,0,0,1,1,52,4,12,36
2020,Riverside County,8,2489188,2489,10,0,0,0,10,74,8,10,56
2020,Riverside County,9,2489188,2489,8,1,0,0,7,61,6,11,44
2020,Riverside County,10,2489188,2489,22,0,2,1,19,71,13,4,54
2020,Riverside County,11,2489188,2489,12,0,2,2,8,73,19,10,44
2020,Riverside County,12,2489188,2489,11,1,1,2,7,76,18,14,44
2020,Riverside County,1,2489188,2489,18,0,0,7,11,49,11,6,32
2020,Riverside County,2,2489188,2489,5,0,0,0,5,46,18,2,26
2020,Riverside County,3,2489188,2489,13,0,0,5,8,68,16,7,45
2020,Riverside County,4,2489188,2489,9,0,1,1,7,61,23,3,35
2020,Riverside County,5,2489188,2489,16,0,0,3,13,53,14,6,33
2020,Riverside County,6,2489188,2489,11,0,0,2,9,65,14,6,45
2020,Riverside County,7,2489188,2489,13,0,0,0,13,26,8,2,16
2020,Riverside County,8,2489188,2489,10,0,1,2,7,46,14,1,31
2020,Riverside County,9,2489188,2489,6,0,2,1,3,28,9,2,17
2020,Riverside County,10,2489188,2489,6,0,1,2,3,33,11,1,21
2020,Riverside County,11,2489188,2489,8,0,0,4,4,40,16,4,20
2020,Riverside County,12,2489188,2489,3,0,0,1,2,33,12,5,16
2020,Riverside County,1,2489188,2489,8,0,1,2,5,73,8,16,49
2020,Riverside County,2,2489188,2489,18,1,0,4,13,52,3,9,40
2020,Riverside County,3,2489188,2489,5,0,0,3,2,72,5,16,51
2020,Riverside County,4,2489188,2489,8,0,0,0,8,44,4,13,27
2020,Riverside County,5,2489188,2489,10,0,0,3,7,53,5,11,37
2020,Riverside County,6,2489188,2489,17,0,0,6,11,57,4,16,37
